iata,icao,name,location,time
AIV,KAIV,George Downer Airport,"Aliceville, Alabama, United States",UTC−06:00
AIW,,Ai-Ais Airport,"Ai-Ais, Namibia",UTC+02:00
AIZ,KAIZ,Lee C. Fine Memorial Airport,"Lake Ozark, Missouri, United States",UTC−06:00
AJA,LFKJ,Ajaccio Napoleon Bonaparte Airport,"Ajaccio, Corsica, France",UTC+01:00
AJF,OESK,Al-Jawf Domestic Airport,"Sakakah, Al Jawf, Saudi Arabia",UTC+03:00
AJI,LTCO,Ağrı Airport,"Ağrı, Turkey",UTC+03:00
AJJ,GQNJ,Akjoujt Airport,"Akjoujt, Mauritania",UTC+00:00
AJK,OIHR,Arak Airport[1],"Arak, Iran",UTC+03:30
AJL,VELP[2],Lengpui Airport,"Aizawl, Mizoram, India",UTC+05:30
AJN,FMCV,Ouani Airport,"Anjouan, Comoros",UTC+03:00
AJR,ESNX,Arvidsjaur Airport,"Arvidsjaur, Sweden",UTC+01:00
AJS,MX86,Punta Abreojos Airstrip,"Punta Abreojos, Baja California Sur, Mexico",UTC−07:00
AJU,SBAR,Santa Maria Airport,"Aracaju, Sergipe, Brazil",UTC−03:00
AJY,DRZA,Mano Dayak International Airport,"Agadez, Niger",UTC+01:00
AKA,ZLAK,Ankang Wulipu Airport,"Ankang, Shaanxi, China",UTC+08:00
AKB,PAAK,Atka Airport (FAA: AKA),"Atka, Alaska, United States",UTC−10:00
AKC,KAKR,Akron Fulton International Airport (FAA: AKR),"Akron, Ohio, United States",UTC−05:00
AKD,VAAK,Akola Airport,"Akola, Maharashtra, India",UTC+05:30
AKE,FOGA,Akieni Airport,"Akiéni, Gabon",UTC+01:00
AKF,HLKF,Kufra Airport,"Kufra, Libya",UTC+02:00
AKG,AYGU,Anguganak Airport,"Anguganak, Papua New Guinea",UTC+10:00
AKH,OEPS,Prince Sultan Air Base,"Al-Kharj, Saudi Arabia",UTC+03:00
AKI,PFAK,Akiak Airport,"Akiak, Alaska, United States",UTC−09:00
AKJ,RJEC,Asahikawa Airport,"Asahikawa, Hokkaido, Japan",UTC+09:00
AKK,PAKH,Akhiok Airport,"Akhiok, Alaska, United States",UTC−09:00
AKL,NZAA,Auckland Airport,"Auckland, New Zealand",UTC+12:00
AKM,,Zakouma Airport,"Zakouma National Park, Chad",UTC+01:00
AKN,PAKN,King Salmon Airport,"King Salmon, Alaska, United States",UTC−09:00
AKO,KAKO,Colorado Plains Regional Airport,"Akron, Colorado, United States",UTC−07:00
AKP,PAKP,Anaktuvuk Pass Airport,"Anaktuvuk Pass, Alaska, United States",UTC−09:00
AKQ,WIAG,Gunung Batin Airport,"Astraksetra, Indonesia",UTC+07:00
AKR,DNAK,Akure Airport,"Akure, Nigeria",UTC+01:00
AKS,AGGA,Auki Gwaunaru'u Airport,"Auki, Malaita, Solomon Islands",UTC+11:00
AKT,LCRA,RAF Akrotiri,"Akrotiri, United Kingdom",UTC+02:00
AKU,ZWAK,Aksu Airport,"Aksu, Xinjiang, China",UTC+08:00
AKV,CYKO,Akulivik Airport,"Akulivik, Quebec, Canada",UTC−05:00
AKW,OIAG,Aghajari Airport[1],"Aghajari, Iran",UTC+03:30
AKX,UATT,Aktobe Airport,"Aktobe, Kazakhstan",UTC+05:00
AKY,VYSW,Sittwe Airport,"Sittwe, Myanmar",UTC+06:30
ALA,UAAA,Almaty International Airport,"Almaty, Kazakhstan",UTC+06:00
ALB,KALB,Albany International Airport,"Albany, New York, United States",UTC−05:00
ALC,LEAL,Alicante–Elche Airport,"Alicante, Valencia, Spain",UTC+01:00
ALD,SPAR,Alerta Airport,"Alerta, Peru",UTC−05:00
ALE,,Alpine–Casparis Municipal Airport (FAA: E38),"Alpine, Texas, United States",UTC−06:00
ALF,ENAT,Alta Airport,"Alta, Norway",UTC+01:00
ALG,DAAG,Houari Boumediene Airport,"Algiers, Algeria",UTC+01:00
ALH,YABA,Albany Airport,"Albany, Western Australia, Australia",UTC+08:00
ALI,KALI,Alice International Airport,"Alice, Texas, United States",UTC−06:00
ALJ,FAAB,Alexander Bay Airport,"Alexander Bay, South Africa",UTC+02:00
ALK,,Asella Airport,"Asella, Ethiopia",UTC+03:00
ALL,LIMG,Albenga Airport,"Albenga, Liguria, Italy",UTC+01:00
ALM,KALM,Alamogordo–White Sands Regional Airport,"Alamogordo, New Mexico, United States",UTC−07:00
ALN,KALN,St. Louis Regional Airport,"Alton, Illinois, United States",UTC−06:00
ALO,KALO,Waterloo Regional Airport,"Waterloo, Iowa, United States",UTC−06:00
ALP,OSAP,Aleppo International Airport,"Aleppo, Syria",UTC+02:00
ALQ,SSLT,Alegrete Airport,"Alegrete, Rio Grande do Sul, Brazil",UTC−03:00
ALR,NZLX,Alexandra Aerodrome,"Alexandra, New Zealand",UTC+12:00
ALS,KALS,San Luis Valley Regional Airport,"Alamosa, Colorado, United States",UTC−07:00
ALT,,Alenquer Airport,"Alenquer, Pará, Brazil",UTC−03:00
ALU,HCMA,Alula Airport,"Alula, Somalia",UTC+03:00
ALW,KALW,Walla Walla Regional Airport,"Walla Walla, Washington, United States",UTC−08:00
ALX,KALX,Thomas C. Russell Field,"Alexander City, Alabama, United States",UTC−06:00
ALY,HEAX,El Nouzha Airport,"Alexandria, Egypt",UTC+02:00
ALZ,,Alitak Seaplane Base,"Lazy Bay, Alaska, United States",UTC−09:00
AMA,KAMA,Rick Husband Amarillo International Airport,"Amarillo, Texas, United States",UTC−06:00
AMB,FMNE,Ambilobe Airport,"Ambilobe, Madagascar",UTC+03:00
AMC,FTTN,Am Timan Airport,"Am Timan, Chad",UTC+01:00
AMD,VAAH,Sardar Vallabhbhai Patel International Airport,"Ahmedabad, Gujarat, India",UTC+05:30
AME,,Alto Molocue Airport,"Alto Molocue, Mozambique",UTC+02:00
AMF,AYAA,Ama Airport,"Ama, Papua New Guinea",UTC+10:00
AMG,,Amboin Airport,"Amboin, Papua New Guinea",UTC+10:00
AMH,HAAM,Arba Minch Airport,"Arba Minch, Ethiopia",UTC+03:00
AMI,WADA,Selaparang Airport (closed 2011),"Mataram, Indonesia",
AMJ,SNAR,Almenara Airport,"Almenara, Minas Gerais, Brazil",UTC−03:00
AMK,,Animas Air Park (FAA: 00C),"Durango, Colorado, United States",UTC−07:00
AML,,Puerto Armuelles Airport,"Puerto Armuelles, Panama",UTC−05:00
AMM,OJAI,Queen Alia International Airport,"Amman, Jordan",UTC+02:00
AMN,KAMN,Gratiot Community Airport,"Alma, Michigan, United States",UTC−05:00
AMO,FTTU,Mao Airport,"Mao, Chad",UTC+01:00
AMP,FMSY,Ampanihy Airport,"Ampanihy, Madagascar",UTC+03:00
AMQ,WAPP,Pattimura Airport,"Ambon, Indonesia",UTC+09:00
AMS,EHAM,Amsterdam Airport Schiphol,"Amsterdam, Netherlands",UTC+01:00
AMT,YAMT,Amata Airport,"Amata, South Australia, Australia",UTC+09:30
AMU,AYAM,Amanab Airport,"Amanab, Papua New Guinea",UTC+10:00
AMV,ULDD,Amderma Airport,"Amderma, Nenets Autonomous Okrug, Russia",UTC+03:00
AMW,KAMW,Ames Municipal Airport,"Ames, Iowa, United States",UTC−06:00
AMX,,Ammaroo Airport,"Ammaroo, Northern Territory, Australia",UTC+09:30
AMY,,Ambatomainty Airport,"Ambatomainty, Madagascar",UTC+03:00
AMZ,NZAR,Ardmore Airport,"Ardmore, New Zealand",UTC+12:00
ANA,DNAB,Angama Mara Airport,"Angama Mara, Narok County, Kenya",UTC+03:00
ANB,KANB,Anniston Regional Airport,"Anniston, Alabama, United States",UTC−06:00
ANC,PANC,Ted Stevens Anchorage International Airport,"Anchorage, Alaska, United States",UTC−09:00
AND,KAND,Anderson Regional Airport,"Anderson, South Carolina, United States",UTC−05:00
ANE,LFJR,Angers – Loire Airport,"Angers, Pays de la Loire, France",UTC+01:00
ANF,SCFA,Cerro Moreno International Airport,"Antofagasta, Chile",UTC−04:00
ANG,LFBU,Angoulême – Cognac International Airport,"Angoulême, Poitou-Charentes, France",UTC+01:00
ANI,PANI,Aniak Airport,"Aniak, Alaska, United States",UTC−09:00
ANJ,FCBZ,Zanaga Airport,"Zanaga, Republic of the Congo",UTC+01:00
ANK,LTAD,Etimesgut Air Base,"Ankara, Turkey",UTC+03:00
ANL,,Andulo Airport,"Andulo, Angola",UTC+01:00
ANM,FMNH,Antsirabato Airport,"Antalaha, Madagascar",UTC+03:00
ANN,PANT,Annette Island Airport,"Annette Island, Alaska, United States",UTC−08:00
ANO,FQAG,Angoche Airport,"Angoche, Mozambique",UTC+02:00
ANP,KANP,Lee Airport,"Annapolis, Maryland, United States",UTC−05:00
ANQ,KANQ,Tri-State Steuben County Airport,"Angola, Indiana, United States",UTC−05:00
ANR,EBAW,Antwerp International Airport,"Antwerp, Belgium",UTC+01:00
ANS,SPHY,Andahuaylas Airport,"Andahuaylas, Peru",UTC−05:00
ANU,TAPA,V. C. Bird International Airport,"Antigua, Antigua and Barbuda",UTC−04:00
ANV,PANV,Anvik Airport,"Anvik, Alaska, United States",UTC−09:00
ANW,KANW,Ainsworth Regional Airport,"Ainsworth, Nebraska, United States",UTC−06:00
ANX,ENAN,"Andøya Airport, Andenes","Andenes, Norway",UTC+01:00
ANY,KANY,Anthony Municipal Airport,"Anthony, Kansas, United States",UTC−06:00
ANZ,,Angus Downs Airport,"Angus Downs, Northern Territory, Australia",UTC+09:30
AOA,,Aroa Airport,"Aroa, Papua New Guinea",UTC+10:00
AOB,,Annanberg Airport,"Annanberg, Papua New Guinea",UTC+10:00
AOC,EDAC,Leipzig–Altenburg Airport,"Altenburg, Thuringia, Germany",UTC+01:00
AOD,,Abou-Deïa Airport,"Abou-Deïa, Chad",UTC+01:00
AOE,LTBY,Anadolu Airport,"Eskişehir, Turkey",UTC+03:00
AOG,ZYAS,Anshan Teng'ao Airport,"Anshan, Liaoning, China",UTC+08:00
AOH,KAOH,Lima Allen County Airport,"Lima, Ohio, United States",UTC−05:00
AOI,LIPY,Ancona Falconara Airport,"Ancona, Marche, Italy",UTC+01:00
AOJ,RJSA,Aomori Airport,"Aomori, Honshu, Japan",UTC+09:00
AOK,LGKP,Karpathos Island National Airport,"Karpathos, Greece",UTC+02:00
AOL,SARL,Paso de los Libres Airport,"Paso de los Libres, Corrientes, Argentina",UTC−03:00
AOM,,Adam Airport[1],"Adam, Oman",UTC+04:00
AON,,Arona Airport,"Arona, Papua New Guinea",UTC+10:00
AOO,KAOO,Altoona–Blair County Airport,"Altoona, Pennsylvania, United States",UTC−05:00
AOP,,Alférez FAP Alfredo Vladimir Sara Bauer Airport,"Andoas, Peru",UTC−05:00
AOR,WMKA,Sultan Abdul Halim Airport,"Alor Setar, Kedah, Malaysia",UTC+08:00
AOS,,Amook Bay Seaplane Base (FAA: AK81),"Amook Bay, Alaska, United States",UTC−09:00
AOT,LIMW,Aosta Valley Airport,"Aosta, Aosta Valley, Italy",UTC+01:00
AOU,VLAP,Attapeu International Airport,"Attapeu, Laos",UTC+07:00
APA,KAPA,Centennial Airport,"Denver, Colorado, United States",UTC−07:00
APB,SLAP,Apolo Airport,"Apolo, Bolivia",UTC−04:00
APC,KAPC,Napa County Airport,"Napa, California, United States",UTC−08:00
APF,KAPF,Naples Municipal Airport,"Naples, Florida, United States",UTC−05:00
APG,KAPG,Phillips Army Airfield,"Aberdeen Proving Ground, Maryland, United States",UTC−05:00
APH,KAPH,A.P. Hill Army Airfield,"Fort Walker, Virginia, United States",UTC−05:00
API,SKAP,Captain Luis F. Gómez Niño Air Base,"Apiay, Colombia",UTC−05:00
APK,NTGD,Apataki Airport,"Apataki, Tuamotus, French Polynesia",UTC−10:00
APL,FQNP,Nampula Airport,"Nampula, Mozambique",UTC+02:00
APN,KAPN,Alpena County Regional Airport,"Alpena, Michigan, United States",UTC−05:00
APO,SKLC,Antonio Roldán Betancourt Airport,"Apartadó, Colombia",UTC−05:00
APP,,Asapa Airport,"Asapa, Papua New Guinea",UTC+10:00
APQ,SNAL,Arapiraca Airport,"Arapiraca, Alagoas, Brazil",UTC−03:00
APR,AYPE,April River Airport,"April River, Papua New Guinea",UTC+10:00
APS,SWNS,Anápolis Airport,"Anápolis, Goiás, Brazil",UTC−03:00
APT,KAPT,Marion County Airport (Brown Field),"Jasper, Tennessee, United States",UTC−06:00
APU,SSAP,Apucarana Airport,"Apucarana, Paraná, Brazil",UTC−03:00
APV,KAPV,Apple Valley Airport,"Apple Valley, California, United States",UTC−08:00
APW,NSFA,Faleolo International Airport,"Apia, Upolu Island, Samoa",UTC+13:00
APX,SSOG,Arapongas Airport,"Arapongas, Paraná, Brazil",UTC−03:00
APY,SNAI,Alto Parnaíba Airport,"Alto Parnaíba, Maranhão, Brazil",UTC−03:00
APZ,SAHZ,Zapala Airport,"Zapala, Neuquén, Argentina",UTC−03:00
AQA,SBAQ,Araraquara Airport,"Araraquara, São Paulo, Brazil",UTC−03:00
AQB,MGQC,Quiché Airport,"Quiché, Guatemala",UTC−06:00
AQG,ZSAQ,Anqing Tianzhushan Airport,"Anqing, Anhui, China",UTC+08:00
AQI,OEPA,Al Qaisumah/Hafr Al Batin Airport,"Qaisumah / Hafar al-Batin, Saudi Arabia",UTC+03:00
AQJ,OJAQ,King Hussein International Airport,"Aqaba, Jordan",UTC+02:00
AQM,,Ariquemes Airport,"Ariquemes, Rondônia, Brazil",UTC−04:00
AQP,SPQU,Rodríguez Ballón International Airport,"Arequipa, Peru",UTC−05:00
AQS,,Saqani Airport,"Saqani, Fiji",UTC+12:00
AQY,,Girdwood Airport[1],"Girdwood, Alaska, United States",UTC−09:00
ARA,KARA,Acadiana Regional Airport,"New Iberia, Louisiana, United States",UTC−06:00
ARB,KARB,Ann Arbor Municipal Airport,"Ann Arbor, Michigan, United States",UTC−05:00
ARC,PARC,Arctic Village Airport,"Arctic Village, Alaska, United States",UTC−09:00
ARD,WATM,Alor Island Airport,"Alor Island, Indonesia",UTC+08:00
ARE,TJAB,Antonio (Nery) Juarbe Pol Airport (FAA: ABO),"Arecibo, Puerto Rico, United States",UTC−04:00
ARF,,Acaricuara Airport,"Acaricuara, Colombia",UTC−05:00
ARG,KARG,Walnut Ridge Regional Airport,"Walnut Ridge, Arkansas, United States",UTC−06:00
ARH,ULAA,Talagi Airport,"Arkhangelsk, Arkhangelsk Oblast, Russia",UTC+03:00
ARI,SCAR,Chacalluta International Airport,"Arica, Chile",UTC−04:00
ARJ,WAJA,Arso Airport,"Arso, Indonesia",UTC+09:00
ARK,HTAR,Arusha Airport,"Arusha, Tanzania",UTC+03:00
ARL,DFER,Arly Airport,"Arly, Burkina Faso",UTC+00:00
ARM,YARM,Armidale Airport,"Armidale, New South Wales, Australia",UTC+10:00
ARN,ESSA,Stockholm Arlanda Airport,"Stockholm, Sweden",UTC+01:00
ARO,,Arboletes Airport,"Arboletes, Colombia",UTC−05:00
ARP,,Aragip Airport,"Aragip, Papua New Guinea",UTC+10:00
ARQ,SKAT[3],El Troncal Airport,"Arauquita, Colombia",UTC−05:00
ARR,SAVR,Alto Río Senguer Airport,"Alto Río Senguer, Chubut, Argentina",UTC−03:00
ARS,SWEC,Aragarças Airport,"Aragarças, Goiás, Brazil",UTC−03:00
ART,KART,Watertown International Airport,"Watertown, New York, United States",UTC−05:00
ARU,SBAU,Araçatuba Airport,"Araçatuba, São Paulo, Brazil",UTC−03:00
ARV,KARV,Lakeland Airport (Noble F. Lee Memorial Field),"Minocqua / Woodruff, Wisconsin, United States",UTC−06:00
ARW,LRAR,Arad International Airport,"Arad, Romania",UTC+02:00
ARX,SBAC,Aracati Airport,"Aracati, Canoa Quebrada, Brazil",UTC−03:00
ARY,YARA,Ararat Airport,"Ararat, Victoria, Australia",UTC+10:00
ARZ,FNZE,N'zeto Airport,"N'zeto, Angola",UTC+01:00
ASA,HHSB,Assab International Airport,"Assab, Eritrea",UTC+03:00
ASB,UTAA,Ashgabat International Airport,"Ashgabat, Turkmenistan",UTC+05:00
ASC,SLAS,Ascención de Guarayos Airport,"Ascención de Guarayos, Bolivia",UTC−04:00
ASD,MYAF,Andros Town International Airport,"Andros Town, Andros Island, Bahamas",UTC−05:00
ASE,KASE,Aspen–Pitkin County Airport (Sardy Field),"Aspen, Colorado, United States",UTC−07:00
ASF,URWA,Narimanovo Airport,"Astrakhan, Astrakhan Oblast, Russia",UTC+04:00
ASG,NZAS,Ashburton Aerodrome,"Ashburton, New Zealand",UTC+12:00
ASH,KASH,Nashua Airport (Boire Field),"Nashua, New Hampshire, United States",UTC−05:00
ASI,FHAW,RAF Ascension Island (Wideawake Field),"Ascension Island, British Overseas Territoryof Saint Helena, Ascension and Tristan da Cunha",UTC+00:00
ASJ,RJKA,Amami Airport,"Amami, Satsunan Islands, Japan",UTC+09:00
ASK,DIYO,Yamoussoukro Airport,"Yamoussoukro, Côte d'Ivoire",UTC+00:00
ASL,KASL,Harrison County Airport,"Marshall, Texas, United States",UTC−06:00
ASM,HHAS,Asmara International Airport,"Asmara, Eritrea",UTC+03:00
ASN,KASN,Talladega Municipal Airport,"Talladega, Alabama, United States",UTC−06:00
ASO,HASO,Asosa Airport,"Asosa, Ethiopia",UTC+03:00
ASP,YBAS,Alice Springs Airport,"Alice Springs, Northern Territory, Australia",UTC+09:30
ASQ,,Austin Airport (FAA: 9U3),"Austin, Nevada, United States",UTC−08:00
ASR,LTAU,Erkilet International Airport,"Kayseri, Turkey",UTC+03:00
AST,KAST,Astoria Regional Airport,"Astoria, Oregon, United States",UTC−08:00
ASU,SGAS,Silvio Pettirossi International Airport,"Asunción, Paraguay",UTC−04:00
ASV,HKAM,Amboseli Airport,"Amboseli, Kenya",UTC+03:00
ASW,HESN,Aswan International Airport,"Aswan, Egypt",UTC+02:00
ASX,KASX,John F. Kennedy Memorial Airport,"Ashland, Wisconsin, United States",UTC−06:00
ASY,KASY,Ashley Municipal Airport,"Ashley, North Dakota, United States",UTC−06:00
ASZ,,Asirim Airport,"Asirim, Papua New Guinea",UTC+10:00
ATA,SPHZ,Comandante FAP Germán Arias Graziani Airport,"Huaraz, Peru",UTC−05:00
ATB,HSAT,Atbara Airport,"Atbara, Sudan",UTC+03:00
ATC,MYCA,Arthur's Town Airport,"Arthur's Town, Cat Island, Bahamas",UTC−05:00
ATD,AGAT,Uru Harbour Airport,"Atoifi, Malaita, Solomon Islands",UTC+11:00
ATE,,Antlers Municipal Airport (FAA: 80F),"Antlers, Oklahoma, United States",UTC−06:00
ATF,SEAM,Chachoan Airport,"Ambato, Ecuador",UTC−05:00
ATG,,PAF Base Minhas,"Attock, Pakistan",UTC+05:00
ATH,LGAV,Athens International Airport (Eleftherios Venizelos Airport),"Athens, Greece",UTC+02:00
ATI,SUAG,Artigas International Airport,"Artigas, Uruguay",UTC−03:00
ATJ,FMME,Antsirabe Airport,"Antsirabe, Madagascar",UTC+03:00
ATK,PATQ,Atqasuk Edward Burnell Sr. Memorial Airport,"Atqasuk, Alaska, United States",UTC−09:00
ATL,KATL,Hartsfield–Jackson Atlanta International Airport,"Atlanta, Georgia, United States",UTC−05:00
ATM,SBHT,Altamira Airport,"Altamira, Pará, Brazil",UTC−03:00
ATN,AYNX,Namatanai Airport,"Namatanai, Papua New Guinea",UTC+10:00
ATO,KUNI,Ohio University Airport (Snyder Field) (FAA: UNI),"Athens / Albany, Ohio, United States",UTC−05:00
ATP,AYAI,Aitape Airstrip,"Aitape, Papua New Guinea",UTC+10:00
ATQ,VIAR,Sri Guru Ram Dass Jee International Airport,"Amritsar, Punjab, India",UTC+05:30
ATR,GQPA,Atar International Airport,"Atar, Mauritania",UTC+00:00
ATS,KATS,Artesia Municipal Airport,"Artesia, New Mexico, United States",UTC−07:00
ATT,,Atmautluak Airport (FAA: 4A2),"Atmautluak, Alaska, United States",UTC−09:00
ATU,PAAT,Casco Cove Coast Guard Station,"Attu Island, Alaska, United States",UTC−10:00
ATV,FTTI,Ati Airport,"Ati, Chad",UTC+01:00
ATW,KATW,Appleton International Airport,"Appleton, Wisconsin, United States",UTC−06:00
ATX,,Atbasar Airport,"Atbasar, Kazakhstan",UTC+06:00
ATY,KATY,Watertown Regional Airport,"Watertown, South Dakota, United States",UTC−06:00
ATZ,HEAT,Assiut Airport,"Assiut, Egypt",UTC+02:00
AUA,TNCA,Queen Beatrix International Airport,"Aruba, Kingdom of the Netherlands",UTC−04:00
AUC,SKUC,Santiago Pérez Quiroz Airport,"Arauca, Colombia",UTC−05:00
AUD,YAGD,Augustus Downs Airport,"Augustus Downs Station, Queensland, Australia",UTC+10:00
AUE,,Abu Rudeis Airport,"Abou Redis, Egypt",UTC+02:00
AUF,LFLA,Auxerre – Branches Aerodrome,"Auxerre, Burgundy, France",UTC+01:00
AUG,KAUG,Augusta State Airport,"Augusta, Maine, United States",UTC−05:00
AUH,OMAA,Abu Dhabi International Airport,"Abu Dhabi, United Arab Emirates",UTC+04:00
AUI,AYND,Aua Island Airport,"Aua Island, Papua New Guinea",UTC+10:00
AUJ,AYAT,Ambunti Airport,"Ambunti, Papua New Guinea",UTC+10:00
AUK,,Alakanuk Airport,"Alakanuk, Alaska, United States",UTC−09:00
AUL,,Aur Airport,"Aur Atoll, Marshall Islands",UTC+12:00
AUM,KAUM,Austin Municipal Airport,"Austin, Minnesota, United States",UTC−06:00
AUN,KAUN,Auburn Municipal Airport,"Auburn, California, United States",UTC−08:00
AUO,KAUO,Auburn University Regional Airport,"Auburn, Alabama, United States",UTC−06:00
AUP,AYAG,Agaun Airport,"Agaun, Papua New Guinea",UTC+10:00
AUQ,NTMN,Atuona Airport,"Atuona, Marquesas Islands, French Polynesia",UTC−09:30
AUR,LFLW,Aurillac – Tronquières Airport,"Aurillac, Auvergne, France",UTC+01:00
AUS,KAUS,Austin–Bergstrom International Airport,"Austin, Texas, United States",UTC−06:00
AUT,WPAT,Atauro Airport,"Atauro Island, East Timor",UTC+09:00
AUU,YAUR,Aurukun Airport,"Aurukun, Queensland, Australia",UTC+10:00
AUV,AYUM,Aumo Airport,"Aumo, Papua New Guinea",UTC+10:00
AUW,KAUW,Wausau Downtown Airport,"Wausau, Wisconsin, United States",UTC−06:00
AUX,SWGN,Araguaína Airport,"Araguaína, Tocantins, Brazil",UTC−03:00
AUY,NVVA,Anatom Airport,"Anatom Island, Tafea, Vanuatu",UTC+11:00
AUZ,KARR,Aurora Municipal Airport (FAA: ARR),"Aurora, Illinois, United States",UTC−06:00
AVA,ZUAS,Anshun Huangguoshu Airport,"Anshun, Guizhou, China",UTC+08:00
AVB,LIPA,Aviano Air Base,"Aviano, Pordenone, Italy",UTC+01:00
AVG,YAUV,Auvergne Airport,"Auvergne Station, Northern Territory, Australia",UTC+09:30
AVI,MUCA,Máximo Gómez Airport,"Ciego de Ávila, Cuba",UTC−05:00
AVK,ZMAH,Arvaikheer Airport,"Arvaikheer, Mongolia",UTC+08:00
AVL,KAVL,Asheville Regional Airport,"Asheville, North Carolina, United States",UTC−05:00
AVN,LFMV,Avignon – Provence Airport,"Avignon, Provence-Alpes-Côte d'Azur, France",UTC+01:00
AVO,KAVO,Avon Park Executive Airport,"Avon Park, Florida, United States",UTC−05:00
AVP,KAVP,Wilkes-Barre/Scranton International Airport,"Wilkes-Barre / Scranton, Pennsylvania, United States",UTC−05:00
AVU,AGGJ,Avu Avu Airport,"Avu Avu, Guadalcanal, Solomon Islands",UTC+11:00
AVV,YMAV,Avalon Airport,"Avalon, Victoria, Australia",UTC+10:00
AVW,KAVQ,Marana Regional Airport (FAA: AVQ),"Tucson, Arizona, United States",UTC−07:00
AVX,KAVX,Catalina Airport,"Avalon, California, United States",UTC−08:00
AWA,HALA,Awasa Airport,"Awasa, Ethiopia",UTC+03:00
AWB,AYAW,Awaba Airport,"Awaba, Papua New Guinea",UTC+10:00
AWD,NVVB,Aniwa Airport,"Aniwa Island, Tafea, Vanuatu",UTC+11:00
AWE,,Alowe Airport,"Alowe, Gabon",UTC+01:00
AWK,PWAK,Wake Island Airfield,"Wake Island, United States Minor Outlying Islands",UTC+12:00
AWM,KAWM,West Memphis Municipal Airport,"West Memphis, Arkansas, United States",UTC−06:00
AWN,,Alton Downs Airport,"Alton Downs, South Australia, Australia",UTC+09:30
AWP,,Austral Downs Airport,"Austral Downs, Northern Territory, Australia",UTC+09:30
AWR,,Awar Airport,"Awar, Papua New Guinea",UTC+10:00
AWZ,OIAW,Ahvaz International Airport,"Ahvaz, Iran",UTC+03:30
AXA,TQPF,Clayton J. Lloyd International Airport,"The Valley, British Overseas Territory of Anguilla",UTC−04:00
AXB,,Maxson Airfield (FAA: 89N),"Alexandria Bay, New York, United States",UTC−05:00
AXC,YAMC,Aramac Airport,"Aramac, Queensland, Australia",UTC+10:00
AXD,LGAL,Alexandroupoli Airport (Dimokritos Airport),"Alexandroupoli, Greece",UTC+02:00
AXE,,Xanxere Airport,"Xanxerê, Santa Catarina, Brazil",UTC−03:00
AXF,,Alxa Left Banner Bayanhot Airport,"Alxa Left Banner, Inner Mongolia, China",UTC+08:00
AXG,KAXA,Algona Municipal Airport (FAA: AXA),"Algona, Iowa, United States",UTC−06:00
AXJ,RJDA,Amakusa Airfield[1],"Amakusa, Amakusa Islands, Japan",UTC+09:00
AXK,OYAT,Ataq Airport,"Ataq, Yemen",UTC+03:00
AXL,,Alexandria Airport,"Alexandria Station, Northern Territory, Australia",UTC+09:30
AXM,SKAR,El Edén International Airport,"Armenia, Colombia",UTC−05:00
AXN,KAXN,Alexandria Municipal Airport (Chandler Field),"Alexandria, Minnesota, United States",UTC−06:00
AXP,MYAP,Spring Point Airport,"Spring Point, Acklins Island, Bahamas",UTC−05:00
AXR,NTGU,Arutua Airport,"Arutua, Tuamotus, French Polynesia",UTC−10:00
AXS,KAXS,Altus/Quartz Mountain Regional Airport,"Altus, Oklahoma, United States",UTC−06:00
AXT,RJSK,Akita Airport,"Akita, Honshu, Japan",UTC+09:00
AXU,HAAX,Axum Airport,"Axum, Ethiopia",UTC+03:00
AXV,KAXV,Neil Armstrong Airport,"Wapakoneta, Ohio, United States",UTC−05:00
AXX,KAXX,Angel Fire Airport,"Angel Fire, New Mexico, United States",UTC−07:00
AYA,,Ayapel Airport,"Ayapel, Colombia",UTC−05:00
AYC,,Ayacucho Airport,"Ayacucho, Colombia",UTC−05:00
AYD,,Alroy Downs Airport,"Alroy Downs, Northern Territory, Australia",UTC+09:30
AYG,SKYA,Yaguara Airport,"Yaguara, Colombia",UTC−05:00
